study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments	raw
Seman2013	NA	EMP800	6.0	EMP800	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP800	0.1	hr	NA	328.09353519501	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP800	6.0	EMP800	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP800	0.2	hr	NA	4323.49327381216	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP800	6.0	EMP800	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP800	0.3	hr	NA	6461.82001936441	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP800	6.0	EMP800	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP800	0.45	hr	NA	7899.77809977184	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP800	6.0	EMP800	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP800	1.0	hr	NA	7899.77809977184	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP800	6.0	EMP800	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP800	2.0	hr	NA	7639.616415413	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP800	6.0	EMP800	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP800	3.0	hr	NA	6249.01429760495	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP800	6.0	EMP800	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP800	4.0	hr	NA	5285.60643543452	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP800	6.0	EMP800	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP800	6.0	hr	NA	3781.47671984526	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP800	6.0	EMP800	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP800	8.0	hr	NA	2892.77541508152	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP800	6.0	EMP800	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP800	10.0	hr	NA	2288.29148114003	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP800	6.0	EMP800	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP800	12.0	hr	NA	1750.51013918532	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP800	6.0	EMP800	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP800	14.0	hr	NA	1339.11513137477	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP800	6.0	EMP800	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP800	24.0	hr	NA	662.83860591088	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP800	6.0	EMP800	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP800	34.0	hr	NA	401.104660334566	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP800	6.0	EMP800	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP800	48.0	hr	NA	167.931006153629	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP800	6.0	EMP800	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP800	72.0	hr	NA	37.2117957293016	NA	NA	NA	nmol/l	NA	NA
